uniq_id,product_name,product_url,pid,retail_price,discounted_price,brand
d2e8534e65a02c4b72e05856b8139848,Zaicus Shiny Drops Statement Alloy Necklace,http://www.flipkart.com/zaicus-shiny-drops-statement-alloy-necklace/p/itme5qsza6zttfkh?pid=NKCE5QSZBX87HFGC,NKCE5QSZBX87HFGC,699.0,499.0,Zaicus
f6215c1da7ac9dc8e6edfd921b89306a,A M International Alloy Necklace,http://www.flipkart.com/m-international-alloy-necklace/p/itmeczjryjjgrguw?pid=NKCECZJRGGSJS5MP,NKCECZJRGGSJS5MP,1450.0,510.0,A M International
e6d2c55d12f6cac9b28c869df445c29e,Black Diamond Non Stick Kadhai with SS Lid 24.5 cm Black Kadhai,http://www.flipkart.com/black-diamond-non-stick-kadhai-ss-lid-24-5-cm/p/itmdvrh4zrh9kj6s?pid=PTPDVPEXSVAC5GK7,PTPDVPEXSVAC5GK7,1180.0,849.0,Black Diamond
799ddb97164ff2d5d53bb8b27b8c355f,"Indian Art Villa 2.3"" X 6.9"" X 2.3"" Handmade High Quality Stainless Steel Copper Dish Serving Indian Food Daal Curry Karahi Kadai Wok Bowl Kadhai 0.7 L",http://www.flipkart.com/indian-art-villa-2-3-x-6-9-handmade-high-quality-stainless-steel-copper-dish-serving-food-daal-curry-karahi-kadai-wok-bowl-kadhai-0-7-l/p/itmeatf8fkyduahh?pid=PTPEATF8HNUX8SGY,PTPEATF8HNUX8SGY,1885.0,750.0,Indian Art Villa
edf070d421cfdfde7b602f6733595e25,Bestech Kadhai 4 L,http://www.flipkart.com/bestech-kadhai-4-l/p/itmdzy9jhpf53gky?pid=PTPDZY9JW3HSEPWC,PTPDZY9JW3HSEPWC,1225.0,980.0,Bestech
9d6bb1bf7577bdd6b2a9ddabec0f0032,Vamtek Kadhai 1.2 L,http://www.flipkart.com/vamtek-kadhai-1-2-l/p/itmdyhsyy7anapna?pid=PTPDYHSYYYGQD8PC,PTPDYHSYYYGQD8PC,570.0,456.0,Vamtek
9e1ba8897e901bf4ccc80dfc054aa015,Smiledrive Flexible Mobile Spiderpod Holder-Use It In Car Many Way,http://www.flipkart.com/smiledrive-flexible-mobile-spiderpod-holder-use-car-many-way/p/itme6tjt6ymfgxyy?pid=ACCE6TJTRVGZSZGB,ACCE6TJTRVGZSZGB,599.0,399.0,Smiledrive
607dc41467008ee7a8dba0276f180f63,Suruchi Kadhai 4.5 L,http://www.flipkart.com/suruchi-kadhai-4-5-l/p/itmefjhgpxzzvqdz?pid=PTPEFJHGGFH7GA3Q,PTPEFJHGGFH7GA3Q,2145.0,965.0,Suruchi
71ccd3c2b8ad9f8e941f77190fa9aea1,Importwala Indoor Water Fountain,http://www.flipkart.com/importwala-indoor-water-fountain/p/itme7ve2jkzxnq6h?pid=WFTE7VE287YKGZAK,WFTE7VE287YKGZAK,2825.0,2825.0,Importwala
f8ac02e152b35eb0c4da8dec16fac60e,"Voylla Metal, Alloy Necklace",http://www.flipkart.com/voylla-metal-alloy-necklace/p/itmdwbpzqcagemdd?pid=NKCDWBPZVFY7H9UY,NKCDWBPZVFY7H9UY,630.0,352.0,Voylla
1d137c97264124676576e8f5772c1831,"Voylla Metal, Alloy Necklace",http://www.flipkart.com/voylla-metal-alloy-necklace/p/itmdu4rzghfc9jkv?pid=NKCDU4RZGHFC9JKV,NKCDU4RZGHFC9JKV,640.0,478.0,Voylla
e0a639e96de513b2e5b3971fd335d48a,Voylla Fabric Necklace,http://www.flipkart.com/voylla-fabric-necklace/p/itmdxegwxdpsecnu?pid=NKCDXEGWYKUWWGHF,NKCDXEGWYKUWWGHF,440.0,440.0,Voylla
3592f1edb5c0461b2d1a5884fc524b51,Adimani Calrusz Scarf Fabric Necklace,http://www.flipkart.com/adimani-calrusz-scarf-fabric-necklace/p/itme79cgk92xzht2?pid=NKCE79CGH6HQH4PG,NKCE79CGH6HQH4PG,3000.0,549.0,Adimani
86057fc068e53a0628afa4aaff7a5b80,4D Mats Fresh Interior Car Mat Hyundai Verna Fluidic,http://www.flipkart.com/4d-mats-fresh-interior-car-mat-hyundai-verna-fluidic/p/itme92xdzhgjwjrs?pid=CRTE92XDZXRJ4ARM,CRTE92XDZXRJ4ARM,5200.0,4800.0,4D Mats
202866c259159b7024e8fecc5105b715,Volaliva Metal Choker,http://www.flipkart.com/volaliva-metal-choker/p/itme88ahfftdcvrh?pid=NKCE88AHRCD7KNQT,NKCE88AHRCD7KNQT,1000.0,399.0,Volaliva
c29efab01a0c7f1dc36bc4f8b1da4a25,Allure Auto CM 1142 Car Mat Chevrolet Optra,http://www.flipkart.com/allure-auto-cm-1142-car-mat-chevrolet-optra/p/itmecn2q3tjyzgz7?pid=CRTECN2QZWN42H2A,CRTECN2QZWN42H2A,4900.0,1599.0,Allure Auto
bc0be7aba7bcdcd9850364b7fb313a3b,Allure Auto CM 1948 Car Mat Renault Scala,http://www.flipkart.com/allure-auto-cm-1948-car-mat-renault-scala/p/itmecn2quczbpc6x?pid=CRTECN2QZSPZDNAR,CRTECN2QZSPZDNAR,4900.0,1599.0,Allure Auto
c8664b1cd41c02ccc4c3f7bf38e158dd,"Voylla Metal, Alloy Necklace",http://www.flipkart.com/voylla-metal-alloy-necklace/p/itmdwbpzxg4sh7cv?pid=NKCDWBPZ9RCXBSXH,NKCDWBPZ9RCXBSXH,300.0,284.0,Voylla
